Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
gas station drinks,19,0,4400,19,1.88,https://example.com/info/healthy-gas-station-drinks-guide.html,6,0.0,11.0,0.12,60000000,"[81,81,81,100,81,100,66,81,66,66,66,66]",2023-09-09,"Image pack, Sitelinks, Video, Image, People also ask, Recipes, Related searches",informational,Organic
crack preworkout,15,15,1300,14,1.28,https://example.com/blog/crack-pre-workout-dark-labs-nao-medical/,6,0.0,7.0,1.0,3630000,"[53,18,18,18,29,18,18,35,18,16,29,24]",2023-09-06,"Reviews, Image, Indented, Related searches",informational,Organic
crack preworkout,16,16,1300,14,1.28,https://example.com/blog/crack-pre-workout-review/,6,0.0,7.0,1.0,3630000,"[53,18,18,18,29,18,18,35,18,16,29,24]",2023-09-06,"Reviews, Image, Indented, Related searches",informational,Organic
quick keto gummies,11,11,1300,18,1.24,https://example.com/info/quick-keto-gummies-delicious-healthy-snack-ketogenic-diet.html,6,0.0,7.0,0.98,3340000,"[7,8,19,23,0,10,19,3,100,1,0,0]",2023-09-03,"Knowledge panel, Reviews, Image, People also ask, Recipes, Indented, Related searches","informational, transactional",Organic
dhm supplement,11,11,1300,27,1.6,https://example.com/info/dhm-supplement-benefits.html,6,0.0,9.0,1.0,388000,"[41,30,41,36,36,41,100,66,54,79,54,41]",2023-09-03,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Indented, Related searches","informational, transactional",Organic
screening for prostate cancer icd 10,11,11,1300,19,2.35,https://example.com/info/prostate-cancer-screening-icd-10.html,6,0.0,14.0,0.01,1140000,"[36,81,81,100,55,62,55,100,100,62,62,62]",2023-09-03,"Featured snippet, People also ask, Indented, Related searches",informational,Organic
gurgling in chest,12,12,1300,20,1.03,https://example.com/info/understanding-lungs-gurgling-sound-causes-symptoms-treatment.html,6,0.0,6.0,0.02,10900000,"[52,68,68,84,84,84,84,84,68,68,52,52]",2023-09-06,"Image pack, Sitelinks, Featured snippet, Image, People also ask, Related searches",informational,Organic
why am i not losing weight on semaglutide,12,41,1300,20,5.1,https://example.com/info/why-am-i-not-losing-weight-on-semaglutide-injections.html,6,0.0,30.0,0.08,815000,"[2,1,3,8,13,30,55,65,65,100,100,100]",2023-09-09,"Featured snippet, People also ask, Indented, Related searches",informational,Organic
twisted tea sugar,12,12,1300,24,2.03,https://example.com/info/twisted-tea-sugar-nutrition-facts.html,6,0.0,12.0,0.06,14200000,"[54,54,41,41,30,36,41,54,54,79,100,100]",2023-09-08,"Sitelinks, Reviews, Video, Featured snippet, Image, People also ask, Recipes, Indented, Related searches",informational,Organic
why am i not losing weight on ozempic,17,18,4400,5,3.14,https://example.com/info/why-am-i-not-losing-weight-with-ozempic.html,6,0.0,18.0,0.06,1440000,"[24,28,28,36,36,66,81,100,66,81,81,81]",2023-09-09,"People also ask, Indented, Related searches",informational,Organic
panda express orange chicken nutrition,12,12,1300,26,1.67,https://example.com/health/nutrition-facts-panda-express/?amp=1,6,0.0,10.0,0.01,5870000,"[68,68,68,46,52,100,68,84,68,68,68,84]",2023-09-08,"Image pack, Reviews, Video, People also ask, Recipes, Related searches","commercial, informational",Organic
what is legally blind prescription,12,12,1300,29,2.13,https://example.com/info/at-what-prescription-are-you-legally-blind.html,6,0.0,12.0,0.02,100,"[44,44,44,34,44,44,44,55,44,34,34,65]",2023-09-07,"Sitelinks, Video, Featured snippet, People also ask, Indented, Related searches",informational,Organic
where to inject mounjaro,12,12,1300,16,3.41,https://example.com/info/inject-mounjaro-thigh.html,6,0.0,20.0,0.07,1560000,"[24,45,81,81,62,81,81,81,81,100,81,81]",2023-09-06,"Sitelinks, Video, Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
p90x back and biceps,12,12,1600,8,2.87,https://example.com/blog/p90x-back-and-biceps-workout-sheet-tips-and-tricks/,6,0.0,17.0,0.0,68,"[44,44,55,55,55,65,65,82,65,65,65,55]",2023-09-05,"Image pack, Reviews, Video, Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
poly tussin,10,10,1300,27,1.06,https://example.com/blog/poly-tussin-dm-for-covid/,6,0.0,6.0,0.02,173000,"[36,54,79,66,100,66,66,66,54,36,7,20]",2023-09-06,"Image pack, Image, People also ask, Indented, Related searches",informational,Organic
pastillas para la alergia,30,36,9900,28,1.38,https://example.com/info/mejores-pastillas-para-la-alergia.html,6,0.0,8.0,1.0,7570000,"[36,36,19,29,29,44,54,100,54,81,54,100]",2023-09-10,"Knowledge panel, Video, Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
how long does suboxone stay in your system,31,0,9900,29,4.76,https://example.com/info/how-long-does-suboxone-stay-in-your-urine.html,6,0.0,28.0,0.07,353000000,"[81,66,66,54,54,66,81,66,66,66,81,66]",2023-09-09,People also ask,informational,Organic
4 panel drug test,17,0,4400,29,2.62,https://example.com/info/4-panel-urine-drug-test.html,6,0.0,15.0,0.08,396000000,"[100,81,100,81,66,81,81,100,100,100,100,100]",2023-09-09,"Video, Featured snippet, Image, People also ask, Popular products, Related searches",informational,Organic
salicylic acid and vitamin c,12,12,1300,25,1.14,https://example.com/blog/can-salicylic-acid-and-vitamin-c-be-used-together/,6,0.0,6.0,0.95,21100000,"[81,62,81,55,62,81,81,81,81,81,100,81]",2023-09-06,"Sitelinks, Reviews, Video, Image, People also ask, FAQ, Popular products, Related searches","commercial, informational",Organic
wegovy alternatives,11,11,1000,21,2.64,https://example.com/info/alternatives-to-wegovy-for-weight-loss.html,5,0.0,13.0,0.31,248000,"[34,30,7,7,11,65,24,13,30,44,44,100]",2023-09-07,"Sitelinks, Video, Featured snippet, Image, People also ask, Related searches","commercial, informational",Organic
retrograde alopecia,10,10,1000,13,4.33,https://example.com/info/retrograde-alopecia-hair-transplant.html,5,0.0,21.0,0.02,85,"[62,62,55,81,81,100,62,62,62,81,62,62]",2023-09-08,"Image pack, Sitelinks, Video, Image, People also ask, Related searches","commercial, informational",Organic
coconut oil for cradle cap,13,13,1300,26,1.19,https://example.com/info/coconut-oil-cradle-cap-benefits-usage-precautions.html,5,0.0,5.0,1.0,2320000,"[41,54,54,66,41,66,66,66,41,41,54,41]",2023-09-05,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Recipes, Popular products, Related searches",informational,Organic
ketamine half life,17,17,1300,22,3.81,https://example.com/info/half-life-ketamine-understanding-duration-effects-safety-considerations.html,5,0.0,19.0,0.03,8450000,"[68,68,68,84,52,68,84,100,84,68,68,68]",2023-09-08,"Sitelinks, Related searches",informational,Organic
bed bug blood stains,12,12,1300,28,4.48,https://example.com/info/identify-remove-bed-bug-blood-stains.html,5,0.0,22.0,0.01,3850000,"[84,84,68,37,52,20,52,68,68,52,100,100]",2023-09-06,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
are skittles gluten free,25,25,3600,27,4.2,https://example.com/blog/smoothie-skittles-gluten-free/,5,0.0,21.0,0.03,3200000,"[29,35,100,54,44,35,54,44,44,35,35,35]",2023-09-04,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Recipes, Related searches",informational,Organic
skittles nutrition facts,12,12,1300,26,3.0,https://example.com/info/bag-of-skittles-nutrition-facts.html,5,0.0,15.0,0.57,96,"[54,54,79,79,41,66,66,66,66,54,41,54]",2023-09-06,"Image pack, Video, Image, Ads top, People also ask, Related searches",informational,Organic
why am i not losing weight on semaglutide,13,0,1300,20,5.1,https://example.com/blog/why-am-i-not-losing-weight-on-semaglutide-injections/,5,0.0,25.0,0.08,815000,"[2,1,3,8,13,30,55,65,65,100,100,100]",2023-09-09,"Featured snippet, People also ask, Indented, Related searches",informational,Organic
how many calories in a vodka soda,13,13,1300,24,1.48,https://example.com/info/svedka-vodka-soda-nutrition-facts.html,5,0.0,7.0,0.02,10600000,"[84,68,52,37,37,100,52,100,52,68,68,100]",2023-09-05,"Sitelinks, Reviews, Featured snippet, People also ask, Recipes, Indented, Related searches",informational,Organic
mounjaro 7.5,12,0,1000,23,4.14,https://example.com/info/mounjaro-7-5-mg-availability.html,5,0.0,20.0,0.21,68,"[5,8,16,37,100,84,68,68,68,68,52,68]",2023-09-10,"Image pack, Sitelinks, Image, Ads top, People also ask","commercial, informational",Organic
amc popcorn calories,12,12,1000,22,2.24,https://example.com/info/amc-nutrition-facts-everything-you-need-to-know.html,5,0.0,11.0,0.0,1530000,"[41,30,24,30,24,30,36,41,54,54,54,100]",2023-09-03,"Reviews, Video, People also ask, Indented, Related searches",informational,Organic
bed bug poop,18,18,3600,26,4.37,https://example.com/info/bed-bugs-poop-everything-you-need-to-know.html,5,0.0,21.0,0.0,12600000,"[29,44,29,24,13,29,24,24,19,54,54,100]",2023-09-09,"Sitelinks, Video, People also ask, Related searches","commercial, informational",Organic
can condoms cause yeast infections,11,11,1000,21,1.13,https://example.com/info/can-you-get-a-yeast-infection-from-condoms.html,5,0.0,5.0,0.0,440000,"[68,52,52,68,46,52,46,46,46,46,46,46]",2023-09-06,"Image pack, Sitelinks, Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
how to flush alcohol from urine,14,14,1300,26,1.6,https://example.com/info/how-to-flush-alcohol-from-urine-tips-and-tricks.html,5,0.0,8.0,0.13,250000000,"[81,43,43,22,22,22,20,13,10,13,3,8]",2023-09-07,"Sitelinks, People also ask, Indented",informational,Organic
enskyce birth control,14,14,1900,25,1.9,https://example.com/info/enskyce-birth-control.html,5,0.0,9.0,0.09,89,"[79,79,100,79,79,79,79,100,79,79,79,79]",2023-09-06,"Sitelinks, Featured snippet, Image, People also ask, Related searches",informational,Organic
watson 795 blue pill,11,11,1000,19,2.25,https://example.com/blog/watson-795-blue-pill-side-effects-nao-medical/,5,0.0,11.0,0.0,57,"[76,76,100,76,76,67,67,67,76,76,67,67]",2023-09-07,"Featured snippet, Image, People also ask, Related searches",informational,Organic
overactive bladder icd 10,21,21,3600,26,1.2,https://example.com/info/understanding-icd-10-codes-for-urinary-urgency.html,5,0.0,6.0,0.0,131000,"[81,81,100,81,81,65,100,100,81,100,100,100]",2023-09-07,"Image pack, Featured snippet, Image, People also ask, Related searches",informational,Organic
how much sugar is in twisted tea,13,13,1300,18,2.36,https://example.com/info/twisted-tea-nutrition-facts-ingredients.html,5,0.0,11.0,0.01,13900000,"[79,66,66,24,30,36,30,36,66,66,79,79]",2023-09-03,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Recipes, Related searches",informational,Organic
p90x shoulders and arms,17,17,3600,29,3.6,https://example.com/blog/p90x-shoulders-and-arms-workout-list-exercises-tips-benefits/,5,0.0,18.0,0.01,59,"[54,43,54,43,28,81,43,54,54,66,36,54]",2023-09-09,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
niacinamide before and after,13,13,1900,19,1.38,https://example.com/info/the-ordinary-niacinamide-zinc-before-and-after.html,5,0.0,6.0,0.1,25100000,"[36,52,80,27,44,66,52,36,52,44,52,36]",2023-09-05,"Image pack, Reviews, Image, People also ask, Related searches",informational,Organic
panda express orange chicken nutrition,13,13,1300,26,1.67,https://example.com/health/panda-express-beyond-orange-chicken-nutrition-facts/?amp=1,5,0.0,8.0,0.01,5870000,"[68,68,68,46,52,100,68,84,68,68,68,84]",2023-09-08,"Image pack, Reviews, Video, People also ask, Recipes, Related searches","commercial, informational",Organic
what is legally blind prescription,13,13,1300,29,2.13,https://example.com/info/what-is-considered-legally-blind-prescription.html,5,0.0,10.0,0.02,100,"[44,44,44,34,44,44,44,55,44,34,34,65]",2023-09-07,"Sitelinks, Video, Featured snippet, People also ask, Indented, Related searches",informational,Organic
apocalypse pre workout,12,12,1900,3,1.24,https://example.com/blog/apocalypse-pre-workout-fck-normal-labs/,5,0.0,6.0,0.98,3140000,"[0,0,0,0,0,2,100,44,13,15,4,3]",2023-09-06,"Reviews, Image, Video Carousel, People also ask, Indented, Related searches","informational, transactional",Organic
watery period blood sign of pregnancy,15,58,1900,23,1.63,https://example.com/info/watery-pink-period-blood-sign-of-pregnancy.html,5,0.0,8.0,0.01,3470000,"[19,16,24,19,24,24,24,16,10,13,13,13]",2023-09-09,"Featured snippet, Image, People also ask, Related searches",informational,Organic
before and after creatine,17,17,3600,23,1.36,https://example.com/info/body-transformation-creatine-before-and-after-1-month-female.html,5,0.0,6.0,0.01,52100000,"[19,19,19,19,19,54,100,29,19,19,36,19]",2023-09-03,"Image pack, Sitelinks, Image, Video Carousel, People also ask, Related searches",informational,Organic
gin and tonic calories,20,66,3600,25,3.8,https://example.com/health/calories-in-gin-and-tonic-slimline-guide/,5,0.0,19.0,0.0,9230000,"[81,43,36,36,36,54,43,54,81,54,54,66]",2023-09-09,"Sitelinks, Reviews, Featured snippet, People also ask, Recipes, Indented",informational,Organic
is trt covered by insurance,12,12,1000,23,3.69,https://example.com/info/can-trt-be-covered-by-insurance.html,5,0.0,18.0,0.21,3670000,"[76,76,76,67,100,100,76,100,76,76,76,100]",2023-09-08,"Video, Featured snippet, People also ask, FAQ, Indented, Related searches",informational,Organic
ideal lean,12,12,1000,21,1.34,https://example.com/blog/where-to-buy-ideal-lean-protein-shakes/,5,0.0,6.0,0.94,217000000,"[24,36,36,27,24,44,36,44,36,24,20,16]",2023-09-06,"Sitelinks, Reviews, Video, Image, People also ask, Indented, Related searches","informational, transactional",Organic
why am i not losing weight on wegovy,20,20,3600,14,4.17,https://example.com/info/not-losing-weight-wegovy.html,5,0.0,20.0,0.1,550000,"[5,4,5,7,7,35,54,66,81,100,66,54]",2023-09-09,"Sitelinks, Featured snippet, People also ask, Indented, Related searches",informational,Organic
is body armor good for you,17,17,3600,22,6.12,https://example.com/blog/body-armor-drink-benefits-risks-explained/,5,0.0,30.0,0.02,249000000,"[81,54,44,10,4,19,29,36,36,36,44,44]",2023-09-03,"Sitelinks, Reviews, Video, People also ask, FAQ, Related searches",informational,Organic
tito's calories,14,14,1900,27,1.86,https://example.com/health/calories-in-titos-shot/,5,0.0,9.0,0.0,662000,"[55,44,44,24,44,82,65,82,65,82,82,82]",2023-09-05,"Image pack, Reviews, Featured snippet, People also ask, Related searches",informational,Organic
glenmark birth control,11,11,1000,28,2.7,https://example.com/blog/glenmark-birth-control-pills-side-effects/,5,0.0,13.0,0.41,295000,"[76,67,67,55,67,100,67,100,76,67,67,100]",2023-09-04,"Video, Image, People also ask, Indented, Related searches","informational, transactional",Organic
allium allergy,15,15,1600,29,1.8,https://example.com/blog/allium-free-diet-guide-nao-medical/,4,0.0,7.0,0.0,3550000,"[84,84,84,84,84,100,84,100,100,100,100,100]",2023-09-08,"Image pack, Sitelinks, Featured snippet, Image, People also ask, Related searches",informational,Organic
chipped tooth repair cost,15,15,1600,26,3.28,https://example.com/info/chipped-tooth-repair-cost-near-me.html,4,0.0,13.0,0.29,13400000,"[55,55,55,55,55,55,55,65,55,55,65,55]",2023-09-05,"Sitelinks, Reviews, Featured snippet, Image, Ads bottom, People also ask, FAQ, Related searches",informational,Organic
dysphagia vs dysphasia,10,10,1000,29,2.26,https://example.com/info/dysphagia-vs-dysphasia-understanding-difference.html,4,0.0,9.0,0.0,93200,"[52,46,52,68,68,52,68,31,68,68,25,46]",2023-09-04,"Image pack, Featured snippet, Image, Video Carousel, People also ask, Indented, Related searches",informational,Organic
rhino 24k,14,14,1600,11,1.15,https://example.com/blog/24k-rhino-pill-side-effects-nao-medical/,4,0.0,4.0,1.0,69,"[12,12,100,8,7,8,7,8,10,8,8,12]",2023-09-07,"People also ask, Related searches",informational,Organic
signs of high fertility in a woman,18,18,2900,26,1.5,https://example.com/info/signs-of-high-fertility-in-a-woman.html,4,0.0,6.0,0.03,62900000,"[65,65,65,65,65,81,54,65,43,43,65,54]",2023-09-05,"Sitelinks, Video, Featured snippet, People also ask, FAQ, Related searches",informational,Organic
bed bug nest,15,15,1600,29,1.82,https://example.com/info/bed-bug-nest-information.html,4,0.0,7.0,0.03,11600000,"[100,66,79,54,54,41,66,41,54,66,79,100]",2023-09-04,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
polymorphonuclear leukocytes,23,23,2900,22,3.19,https://example.com/info/polymorphonuclear-leukocytes-meaning.html,4,0.0,12.0,0.0,0,"[65,81,81,65,54,81,100,81,81,65,65,65]",2023-09-05,"Knowledge panel, Carousel, Sitelinks, Video, Featured snippet, People also ask, Indented, Related searches",informational,Organic
cavity between teeth,30,30,6600,16,2.24,https://example.com/info/how-dentist-fill-cavity-between-teeth.html,4,0.0,8.0,0.01,77900000,"[66,54,81,54,66,66,66,81,66,66,81,66]",2023-09-09,"Image, People also ask, Related searches",informational,Organic
injectable l carnitine,16,16,1600,16,1.05,https://example.com/info/l-carnitine-injection-iv-or-im.html,4,0.0,4.0,1.0,4010000,"[36,52,24,36,24,36,52,36,52,100,36,44]",2023-09-08,"Image pack, Sitelinks, Image, People also ask, Indented, Related searches","informational, transactional",Organic
